,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2004-03-15/2004-03-21,183,2004-03-15 00:00:00.000000000,2004-03-21 23:59:59.999999999,3114,10,0,1302,3,0,286,4,0
2004-03-22/2004-03-28,184,2004-03-22 00:00:00.000000000,2004-03-28 23:59:59.999999999,3127,13,0,1304,2,0,288,2,0
2004-03-29/2004-04-04,185,2004-03-29 00:00:00.000000000,2004-04-04 23:59:59.999999999,3151,24,0,1314,10,0,291,3,0
2004-04-05/2004-04-11,186,2004-04-05 00:00:00.000000000,2004-04-11 23:59:59.999999999,3165,14,0,1319,5,0,291,0,0
2004-04-12/2004-04-18,187,2004-04-12 00:00:00.000000000,2004-04-18 23:59:59.999999999,3182,17,0,1325,6,0,293,2,0
2004-04-19/2004-04-25,188,2004-04-19 00:00:00.000000000,2004-04-25 23:59:59.999999999,3197,15,0,1334,9,0,294,1,0
2004-04-26/2004-05-02,189,2004-04-26 00:00:00.000000000,2004-05-02 23:59:59.999999999,3209,12,0,1340,6,0,294,0,0
2004-05-03/2004-05-09,190,2004-05-03 00:00:00.000000000,2004-05-09 23:59:59.999999999,3224,15,0,1350,10,0,295,1,0
2004-05-10/2004-05-16,191,2004-05-10 00:00:00.000000000,2004-05-16 23:59:59.999999999,3248,24,0,1355,5,0,297,2,0
2004-05-17/2004-05-23,192,2004-05-17 00:00:00.000000000,2004-05-23 23:59:59.999999999,3263,15,0,1361,6,0,300,3,0
2004-05-24/2004-05-30,193,2004-05-24 00:00:00.000000000,2004-05-30 23:59:59.999999999,3276,13,0,1366,5,0,301,1,0
2004-05-31/2004-06-06,194,2004-05-31 00:00:00.000000000,2004-06-06 23:59:59.999999999,3295,19,0,1372,6,0,303,2,0
2004-06-07/2004-06-13,195,2004-06-07 00:00:00.000000000,2004-06-13 23:59:59.999999999,3313,18,0,1381,9,0,307,4,0
2004-06-14/2004-06-20,196,2004-06-14 00:00:00.000000000,2004-06-20 23:59:59.999999999,3328,15,0,1388,7,0,308,1,0
