,number,from_date,to_date,backlog_all,inflow_all,outflow_all,backlog_normal,inflow_normal,outflow_normal,backlog_major,inflow_major,outflow_major
2002-02-25/2002-03-03,69,2002-02-25 00:00:00.000000000,2002-03-03 23:59:59.999999999,66,2,0,0,0,0,0,0,0
2002-03-04/2002-03-10,70,2002-03-04 00:00:00.000000000,2002-03-10 23:59:59.999999999,67,1,0,0,0,0,0,0,0
2002-03-11/2002-03-17,71,2002-03-11 00:00:00.000000000,2002-03-17 23:59:59.999999999,72,5,0,0,0,0,0,0,0
2002-03-18/2002-03-24,72,2002-03-18 00:00:00.000000000,2002-03-24 23:59:59.999999999,78,6,0,0,0,0,0,0,0
2002-03-25/2002-03-31,73,2002-03-25 00:00:00.000000000,2002-03-31 23:59:59.999999999,82,4,0,0,0,0,0,0,0
2002-04-01/2002-04-07,74,2002-04-01 00:00:00.000000000,2002-04-07 23:59:59.999999999,91,9,0,0,0,0,0,0,0
2002-04-08/2002-04-14,75,2002-04-08 00:00:00.000000000,2002-04-14 23:59:59.999999999,97,6,0,0,0,0,0,0,0
2002-04-15/2002-04-21,76,2002-04-15 00:00:00.000000000,2002-04-21 23:59:59.999999999,98,1,0,0,0,0,0,0,0
2002-04-22/2002-04-28,77,2002-04-22 00:00:00.000000000,2002-04-28 23:59:59.999999999,103,5,0,0,0,0,0,0,0
2002-04-29/2002-05-05,78,2002-04-29 00:00:00.000000000,2002-05-05 23:59:59.999999999,109,6,0,0,0,0,0,0,0
2002-05-06/2002-05-12,79,2002-05-06 00:00:00.000000000,2002-05-12 23:59:59.999999999,111,2,0,0,0,0,0,0,0
2002-05-13/2002-05-19,80,2002-05-13 00:00:00.000000000,2002-05-19 23:59:59.999999999,119,8,0,0,0,0,0,0,0
2002-05-20/2002-05-26,81,2002-05-20 00:00:00.000000000,2002-05-26 23:59:59.999999999,124,5,0,0,0,0,0,0,0
2002-05-27/2002-06-02,82,2002-05-27 00:00:00.000000000,2002-06-02 23:59:59.999999999,125,1,0,0,0,0,0,0,0
2002-06-03/2002-06-09,83,2002-06-03 00:00:00.000000000,2002-06-09 23:59:59.999999999,126,1,0,0,0,0,0,0,0
2002-06-10/2002-06-16,84,2002-06-10 00:00:00.000000000,2002-06-16 23:59:59.999999999,132,6,0,0,0,0,0,0,0
2002-06-17/2002-06-23,85,2002-06-17 00:00:00.000000000,2002-06-23 23:59:59.999999999,138,6,0,0,0,0,0,0,0
2002-06-24/2002-06-30,86,2002-06-24 00:00:00.000000000,2002-06-30 23:59:59.999999999,141,3,0,0,0,0,0,0,0
